"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBilling","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","Churn"
"9254-RBFON",0,0,1,1,-0.625874327058784,1,0,2,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1.12456811481732,1
"1205-WNWPJ",0,0,0,0,-1.03304905483892,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,-0.174864879523739,1
"9391-EOYLI",1,1,1,0,-0.829461690948854,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.521378630231895,1
"7108-DGVUU",0,1,1,0,-0.463004435946728,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0.230584801575007,0
"2782-JEEBU",1,0,0,0,-0.463004435946728,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,-0.955854019345095,0
"5127-BZENZ",0,0,1,1,0.962107111283762,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0145665288584624,0
"2720-FVBQP",0,0,1,1,-1.07376652761694,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,-0.525479152932901,0
"9906-NHHVC",0,1,0,0,1.32856436628589,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,-0.374266362031319,0
"4522-XRWWI",1,0,1,0,0.392062492391566,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0.521378630231895,0
"3766-EJLFL",0,0,1,1,1.45071678461993,1,1,2,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1.47185903018469,0
"5939-SXWHM",1,0,1,1,0.63636732905965,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.27821974939902,0
"8152-UOBNY",0,1,0,0,0.717802274615678,1,1,2,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1.39708347424435,0
"7351-KYHQH",0,1,0,0,-1.03304905483892,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0.00625813375397973,0
"7643-RCHXS",0,0,1,1,1.24712942072986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1.50919313330363,0
"8246-SHFGA",1,0,0,0,-0.625874327058784,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.45103436757225,0
"8387-MOJJT",0,0,1,1,0.392062492391566,1,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.43829467918707,1
"0620-XEFWH",1,0,1,1,-1.15520147317297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.52580992351259,0
"6485-QXWWE",0,0,0,1,1.20641194795185,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.28818982352439,0
"2761-OCIAX",1,1,0,0,-1.23663641872899,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.330285542828797,1
"7321-VGNKU",0,0,1,0,-1.23663641872899,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.185719468010802,0
"5327-CNLUQ",1,0,1,0,0.63636732905965,1,1,2,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1.06807102810684,0
"7552-KEYGT",1,0,1,0,-0.218699599278644,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.50254641722004,0
"5816-JMLGY",0,0,1,1,1.53215173017596,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0.519716951210999,0
"3068-OMWZA",1,1,0,0,-1.27735389150701,1,1,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.798879026721611,1
"2927-QRRQV",1,0,1,0,0.554932383503622,1,1,2,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0.993295472166501,0
"6032-KRXXO",1,0,0,0,-0.0965471809446022,1,0,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.847067718327609,1
"7459-RRWQZ",0,0,0,0,-0.707309272614812,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,-0.00371194037139919,1
"6265-SXWBU",1,0,1,1,1.49143425739794,1,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1.02985241062622,0
"7941-RCJOW",1,0,0,0,1.32856436628589,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.50254641722004,0
"6374-NTQLP",1,1,1,1,1.61358667573199,1,0,2,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1.30735280711594,0
"4154-AQUGT",1,1,1,0,-0.78874421817084,1,0,2,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0.807187421826093,1
"2387-KDZQY",1,0,0,0,-0.625874327058784,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1.48426794799018,0
"3584-WKTTW",1,0,1,0,0.758519747393692,1,1,2,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1.55494298122952,0
"3399-BMLVW",1,0,1,1,0.758519747393692,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.141631299105809,0
"1971-DTCZB",0,0,1,0,1.61358667573199,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.87033122462016,0
"3092-IGHWF",1,0,1,1,1.40999931184192,1,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.752352014136509,1
"3374-PZLXD",1,0,0,0,0.0663227101674537,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.49756138015735,0
"3813-DHBBB",1,0,1,0,1.40999931184192,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,-0.459011992097041,0
"2812-REYAT",0,0,1,0,0.677084801837664,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1.48592962701108,0
"6518-PPLMZ",1,0,1,1,0.83995469294972,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-1.50753145428273,0
"4939-KYYPY",1,0,0,0,-0.218699599278644,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.176526558544635,0
"8017-LXHFA",0,1,0,0,-0.3815694903907,1,0,2,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0.996618830208294,1
"5930-GBIWP",1,0,0,0,1.49143425739794,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0.556273889670722,0
"6022-KOUQO",0,0,1,1,-1.23663641872899,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-1.18682740324971,0
"6352-TWCAU",0,0,0,0,0.107040182945468,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.720780112739475,1
"2361-UPSND",0,0,1,0,0.554932383503622,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.194027863115284,0
"6035-RIIOM",0,0,0,0,0.880672165727734,1,1,2,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1.07804110223222,0
"2929-QNSRW",0,0,1,0,0.962107111283762,1,1,2,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1.11293636167105,1
"1262-OPMFY",0,0,1,0,-0.951614109282896,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0.365180802267624,1
"9504-DSHWM",1,0,0,0,-0.503721908724742,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.184834953649118,0
"5035-BVCXS",1,0,0,0,-0.870179163726868,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.370165839330314,0
"6267-DCFFZ",0,1,1,0,-0.0965471809446022,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.840421002244023,0
"3533-UVMOM",1,0,1,0,1.45071678461993,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0.20565961626156,0
"2439-LYPMQ",1,1,1,0,0.22919260127951,1,1,2,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1.25750243648905,0
"4248-QPAVC",0,1,1,0,-0.625874327058784,1,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0.684223174279752,1
"1899-VXWXM",1,0,0,0,0.63636732905965,1,1,2,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1.3738199679518,1
"1478-VPOAD",0,0,0,0,-1.27735389150701,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.69663209208524,0
"9995-HOTOH",1,0,1,1,1.24712942072986,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,-0.191481669732704,0
"2988-PLAHS",0,0,0,0,-1.19591894595098,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0.17242603584363,0
"1371-OJCEK",0,0,0,0,0.63636732905965,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1.34302523121398,0
"4999-IEZLT",1,0,0,0,1.3692818390639,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1.17353397108254,0
"8883-ANODQ",0,0,1,1,1.45071678461993,1,1,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0.652651272882719,0
"4690-LLKUA",1,1,0,0,-0.625874327058784,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.655090116562828,1
"2351-RRBUE",0,0,1,1,-1.03304905483892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.46598947876032,0
"5980-BDHPY",1,0,1,0,1.61358667573199,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.742381940011129,0
"1498-DQNRX",0,0,1,0,-0.137264653722616,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.49257634309466,0
"9469-WEJBT",1,0,1,0,0.188475128501496,1,0,2,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0.850391076369402,0
"3331-HQDTW",0,0,0,0,0.0663227101674537,1,1,2,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1.49678421549814,1
"9490-DFPMD",0,1,0,0,0.392062492391566,1,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.660959667987201,1
"2581-VKIRT",0,0,1,1,1.0842595296178,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0245366029838413,0
"5442-XSDCW",1,0,1,1,-0.870179163726868,1,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.489806728834861,1
"7426-WEIJX",1,1,1,1,1.12497700239582,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.53799542044086,0
"2851-MMUTZ",0,0,0,0,-0.218699599278644,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,-0.286197373923805,0
"3049-NDXFL",0,0,0,0,-1.27735389150701,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0.69917828546782,1
"8580-AECUZ",1,1,0,0,-1.27735389150701,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.476513296667689,1
"3307-TLCUD",1,0,1,0,-0.625874327058784,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1.00902774801378,0
"6625-FLENO",1,0,1,0,1.04354205683979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.46266612071853,0
"2967-MXRAV",1,0,1,1,-1.27735389150701,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.52747160253349,0
"7963-GQRMY",0,0,1,1,-1.19591894595098,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.680015301876275,1
"8189-HBVRW",0,0,0,0,0.83995469294972,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0.865346187557471,0
"4163-KIUHY",1,0,0,0,0.107040182945468,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-1.30148325569157,0
"1228-FZFRV",1,0,1,1,0.717802274615678,1,1,2,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1.36883493088911,1
"3500-NSDOA",1,0,1,1,1.45071678461993,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.20067457919887,0
"1171-TYKUR",1,0,1,0,0.595649856281636,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1.30812997177515,0
"3761-FLYZI",0,1,1,0,1.32856436628589,1,1,2,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1.46355063508021,0
"2058-DCJBE",1,0,0,0,-1.11448400039495,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.165779319760044,1
"5364-XYIRR",1,0,1,0,0.758519747393692,1,1,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.993295472166501,1
"4829-AUOAX",0,0,0,0,0.554932383503622,1,1,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1.0398224847516,1
"1219-NNDDO",0,0,0,0,-0.951614109282896,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.401737740727347,0
"8388-DMKAE",0,0,0,0,-0.99233158206091,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.47928291092749,0
"4403-BWPAY",1,0,0,0,-0.748026745392826,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1.32807012002591,0
"9659-QEQSY",0,0,0,0,0.514214910725608,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1.69120066094303,0
"5405-ZMYXQ",0,0,0,0,-0.99233158206091,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.326962184787004,0
"5047-LHVLY",1,1,0,1,-1.27735389150701,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,-0.485598856431385,1
"1442-OKRJE",1,0,1,1,1.3692818390639,1,0,2,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1.27578090571891,0
"4737-AQCPU",1,0,1,1,1.61358667573199,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0.243878233742179,0
"9158-VCTQB",0,0,1,0,0.351345019613552,1,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1.62307182108628,1
"2808-CHTDM",0,0,1,1,-0.3815694903907,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.31810004590053,0
"6311-UEUME",0,0,0,0,-0.137264653722616,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.469866580584104,1
"0793-TWELN",0,0,0,0,-1.15520147317297,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.511408556106516,0
"3283-WCWXT",1,0,1,1,-1.07376652761694,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.30812997177515,0
"1060-ENTOF",0,1,1,0,1.40999931184192,1,1,2,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1.35055646165925,0
"0999-QXNSA",1,1,0,1,-1.03304905483892,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.631826610270277,0
"5451-MHQOF",1,0,1,1,0.962107111283762,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1.33970187317219,0
"4836-WNFNO",0,0,1,0,1.61358667573199,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.32142340394232,0
"9225-BZLNZ",1,0,1,0,1.61358667573199,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0.680899816237959,0
"0354-VXMJC",1,0,1,1,-0.3815694903907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.50088473819915,0
"4422-QVIJA",0,0,0,1,0.107040182945468,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.485598856431385,0
"9365-SRSZE",1,1,1,0,-0.218699599278644,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.192366184094388,0
"6839-ITVZJ",0,0,1,1,-0.259417072056658,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-0.156586410293877,1
"8332-OSJDW",1,0,1,1,-0.829461690948854,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.27489639135722,0
"4735-BJKOU",0,0,0,0,0.310627546835538,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.48260626896929,0
"0274-JKUJR",1,0,1,1,-1.03304905483892,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,-0.196466706795393,0
"5740-YHGTW",1,0,1,1,1.53215173017596,1,1,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1.0896728553785,0
"8917-SZTTJ",1,0,1,1,1.12497700239582,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.49922305917825,0
"1696-MZVAU",1,0,1,1,0.269910074057524,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1.31311500883784,0
"7359-WWYJV",1,0,1,0,1.61358667573199,1,1,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1.65132036444152,0
"0375-HVGXO",0,0,0,0,-1.27735389150701,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.999057673888404,1
"4906-ZHGPK",1,0,1,1,0.880672165727734,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0.197351221157078,0
"8593-WHYHV",1,0,0,0,-1.19591894595098,1,1,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.682561495258856,1
"3795-GWTRD",0,0,1,1,1.24712942072986,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0.358534086184038,0
"1298-PHBTI",1,0,1,1,1.57286920295397,1,1,2,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0.665944705049891,0
"6223-DHJGV",0,0,0,0,0.392062492391566,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1.46598947876032,0
"6961-MJKBO",1,0,0,0,0.595649856281636,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.47263619484391,0
"6097-EQISJ",0,0,1,1,1.3692818390639,1,1,2,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1.25251739942636,1
"4423-YLHDV",0,0,1,0,-0.463004435946728,1,1,2,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1.31732288124132,1
"8158-WPEZG",1,0,0,0,-0.870179163726868,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-0.96748577249137,0
"0107-YHINA",1,0,0,1,-1.27735389150701,1,1,2,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1.16278673229794,1
"4918-FYJNT",0,1,1,0,0.921389638505748,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0.853714434411195,0
"0727-BNRLG",1,0,0,0,1.49143425739794,1,1,2,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1.09299621342029,0
"4854-CIDCF",0,1,0,0,-1.19591894595098,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.302036999473557,0
"8640-SDGKB",1,0,0,0,-1.15520147317297,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0.320315468703419,1
"3280-MRDOF",1,1,0,0,-0.0965471809446022,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0.144177492488389,0
"6435-SRWBJ",0,0,0,0,-1.11448400039495,1,1,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.597815865193134,0
"9964-WBQDJ",0,0,1,0,1.57286920295397,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.34136355219308,0
"6303-KFWSL",0,0,0,0,-0.137264653722616,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-0.316107596299942,0
"1702-CCFNJ",1,0,1,0,0.799237220171706,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-0.113382755750568,0
"8932-CZHRQ",1,0,0,0,1.45071678461993,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0.398414382685554,0
"0386-CWRGM",0,0,1,1,0.554932383503622,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.50753145428273,0
"5515-RUGKN",1,0,0,0,-0.99233158206091,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.332724386508907,0
"0404-AHASP",1,0,1,0,1.61358667573199,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.49756138015735,0
"7279-NMVJC",0,0,0,0,-0.625874327058784,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1.49091466407377,0
"2081-VEYEH",1,0,0,0,-1.19591894595098,1,0,2,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1.43530209172497,0
"6407-UTSLV",0,1,0,0,-1.23663641872899,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.632711124631961,0
"4116-TZAQJ",0,0,0,0,-0.951614109282896,1,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0.315330431640729,1
"9060-HJJRW",0,0,0,0,0.758519747393692,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,-0.277888978819322,0
"2587-YNLES",0,0,1,1,-1.07376652761694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1.48426794799018,0
"7398-SKNQZ",0,0,1,0,-1.19591894595098,1,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1.00160386727098,0
"5935-FCCNB",0,1,0,0,-0.625874327058784,1,1,2,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.978340360978433,0
"1958-RNRKS",1,0,1,0,-0.0965471809446022,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.493907251535867,0
"5136-RGMZO",1,0,0,0,-0.0558297081665882,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0.208982974303353,0
"8345-MVDYC",0,0,0,0,0.514214910725608,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.561258926733411,0
"8226-BXGES",1,0,1,0,1.28784689350787,1,1,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.820480853993266,0
"3877-JRJIP",1,0,0,0,-1.27735389150701,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-0.163233126377463,1
"8375-DKEBR",0,1,0,0,-1.27735389150701,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.160794282697354,1
"9705-IOVQQ",1,1,1,1,1.16569447517383,1,1,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1.1378615469845,0
"1015-OWJKI",1,0,0,0,-1.27735389150701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.51916320742901,0
"7511-YMXVQ",1,0,0,0,-0.951614109282896,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,-0.643458363416552,1
"2040-XBAVJ",1,0,1,1,1.61358667573199,1,1,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1.65132036444152,0
"7551-JOHTI",0,0,0,0,-1.27735389150701,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.50420809624094,1
"8887-IPQNC",0,0,1,0,-1.03304905483892,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.681676980897172,0
"8646-JCOMS",0,0,1,0,1.3692818390639,1,1,2,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0.857037792452988,0
"9804-ICWBG",1,0,0,0,-1.27735389150701,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.170764356822734,1
"1222-KJNZD",1,0,1,1,0.310627546835538,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1.4742978738648,0
"0106-GHRQR",1,0,0,0,-0.666591799836798,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.220614727449628,0
"5318-IXUZF",0,0,0,0,-1.23663641872899,1,0,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.744043619032026,1
"3768-VHXQO",1,0,1,0,1.40999931184192,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.32640844100501,0
"8952-WCVCD",0,0,1,0,0.351345019613552,1,0,2,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1.31898456026222,0
"2418-TPEUN",0,0,1,1,0.962107111283762,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.49423802211556,0
"3963-RYFNS",0,0,0,0,1.61358667573199,1,1,2,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1.71778752527738,0
"3198-VELRD",0,0,1,1,-1.19591894595098,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.664283026028994,1
"8540-ZQGEA",0,0,1,0,0.880672165727734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.48592962701108,0
"1320-REHCS",1,1,0,0,0.799237220171706,1,1,2,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1.52835611689517,0
"4137-JOPHL",0,0,0,0,0.717802274615678,1,0,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0.828789249097748,0
"9436-ZBZCT",1,0,0,0,-0.748026745392826,1,1,2,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.83709764420223,1
"7801-CEDNV",1,0,1,0,-0.218699599278644,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.533787548037383,0
"2057-BOYKM",0,1,1,0,1.61358667573199,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1.05810095398146,0
"3658-QQJYD",1,0,0,0,1.20641194795185,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0.316992110661625,0
"1803-BGNBD",0,0,0,0,-0.829461690948854,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,-0.347679497696975,0
"0134-XWXCE",0,1,0,0,0.473497437947594,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0.335270579891487,0
"6950-TWMYB",1,0,1,1,0.880672165727734,1,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0.50476184002293,0
"5848-FHRFC",0,0,0,0,1.45071678461993,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.48592962701108,0
"2243-FNMMI",1,0,0,0,-0.503721908724742,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.50753145428273,0
"2511-MORQY",1,0,1,1,0.717802274615678,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.327739349446217,0
"5356-KZCKT",1,0,0,0,1.04354205683979,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1.33970187317219,0
"9470-XCCEM",1,0,1,1,0.107040182945468,1,1,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.827127570076851,0
"6519-CFDBX",0,0,0,0,-1.23663641872899,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.643458363416552,0
"3902-MIVLE",1,0,1,1,1.24712942072986,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0.363519123246728,0
"0409-WTMPL",0,0,1,0,1.04354205683979,1,1,2,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1.52503275885338,0
"8763-KIAFH",0,0,1,1,-0.218699599278644,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1.46931283680211,0
"3669-WHAFY",0,0,1,0,1.57286920295397,1,1,2,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1.67458387073407,0
"3055-VTCGS",0,0,0,0,1.24712942072986,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,-0.206436780920772,0
"3144-KMTWZ",1,0,1,0,1.57286920295397,1,1,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.9467684595814,0
"7279-BUYWN",0,1,0,0,0.351345019613552,1,1,2,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1.6097783889191,1
